,usage_kwh,timestamp
10242,7.125,2022-05-04T15:45:00
10243,13.734375,2022-05-04T16:00:00
10244,6.859375,2022-05-04T16:15:00
10245,13.640625,2022-05-04T16:30:00
10246,7.125,2022-05-04T16:45:00
10247,13.484375,2022-05-04T17:00:00
10248,7.109375,2022-05-04T17:15:00
10249,13.359375,2022-05-04T17:30:00
10250,6.96875,2022-05-04T17:45:00
10251,13.03125,2022-05-04T18:00:00
10252,6.984375,2022-05-04T18:15:00
10253,12.8125,2022-05-04T18:30:00
10254,6.78125,2022-05-04T18:45:00
10255,7.390625,2022-05-04T19:00:00
10256,3.75,2022-05-04T19:15:00
10257,6.8125,2022-05-04T19:30:00
10258,3.53125,2022-05-04T19:45:00
10259,6.5625,2022-05-04T20:00:00
10260,3.546875,2022-05-04T20:15:00
10261,6.609375,2022-05-04T20:30:00
10262,3.390625,2022-05-04T20:45:00
10263,6.46875,2022-05-04T21:00:00
10264,3.484375,2022-05-04T21:15:00
10265,6.296875,2022-05-04T21:30:00
10266,3.296875,2022-05-04T21:45:00
10267,6.5625,2022-05-04T22:00:00
10268,3.375,2022-05-04T22:15:00
10269,6.234375,2022-05-04T22:30:00
10270,3.609375,2022-05-04T22:45:00
10271,6.171875,2022-05-04T23:00:00
10272,3.40625,2022-05-04T23:15:00
10273,6.421875,2022-05-04T23:30:00
10274,3.546875,2022-05-04T23:45:00
10275,6.15625,2022-05-05T00:00:00
10276,3.484375,2022-05-05T00:15:00
10277,6.21875,2022-05-05T00:30:00
10278,3.421875,2022-05-05T00:45:00
10279,6.34375,2022-05-05T01:00:00
10280,3.46875,2022-05-05T01:15:00
10281,6.40625,2022-05-05T01:30:00
10282,3.4375,2022-05-05T01:45:00
10283,6.453125,2022-05-05T02:00:00
10284,3.46875,2022-05-05T02:15:00
10285,6.46875,2022-05-05T02:30:00
10286,3.28125,2022-05-05T02:45:00
10287,7.0,2022-05-05T03:00:00
10288,3.734375,2022-05-05T03:15:00
10289,7.0625,2022-05-05T03:30:00
10290,3.875,2022-05-05T03:45:00
10291,7.078125,2022-05-05T04:00:00
10292,4.140625,2022-05-05T04:15:00
10293,7.109375,2022-05-05T04:30:00
10294,4.0625,2022-05-05T04:45:00
10295,7.359375,2022-05-05T05:00:00
10296,3.828125,2022-05-05T05:15:00
10297,7.390625,2022-05-05T05:30:00
10298,4.234375,2022-05-05T05:45:00
10299,12.046875,2022-05-05T06:00:00
10300,7.21875,2022-05-05T06:15:00
10301,13.53125,2022-05-05T06:30:00
10302,7.859375,2022-05-05T06:45:00
10303,14.4375,2022-05-05T07:00:00
10304,7.265625,2022-05-05T07:15:00
10305,13.609375,2022-05-05T07:30:00
10306,7.21875,2022-05-05T07:45:00
10307,13.875,2022-05-05T08:00:00
10308,7.453125,2022-05-05T08:15:00
10309,14.03125,2022-05-05T08:30:00
10310,7.546875,2022-05-05T08:45:00
10311,14.328125,2022-05-05T09:00:00
10312,7.625,2022-05-05T09:15:00
10313,14.28125,2022-05-05T09:30:00
10314,7.78125,2022-05-05T09:45:00
10315,13.875,2022-05-05T10:00:00
10316,7.03125,2022-05-05T10:15:00
10317,13.296875,2022-05-05T10:30:00
10318,7.234375,2022-05-05T10:45:00
10319,12.984375,2022-05-05T11:00:00
10320,6.71875,2022-05-05T11:15:00
10321,13.53125,2022-05-05T11:30:00
10322,7.046875,2022-05-05T11:45:00
10323,13.71875,2022-05-05T12:00:00
10324,6.609375,2022-05-05T12:15:00
10325,13.0,2022-05-05T12:30:00
10326,6.453125,2022-05-05T12:45:00
10327,13.59375,2022-05-05T13:00:00
10328,6.390625,2022-05-05T13:15:00
10329,13.3125,2022-05-05T13:30:00
10330,7.125,2022-05-05T13:45:00
10331,13.546875,2022-05-05T14:00:00
10332,7.15625,2022-05-05T14:15:00
10333,14.03125,2022-05-05T14:30:00
10334,7.359375,2022-05-05T14:45:00
10335,14.28125,2022-05-05T15:00:00
10336,7.734375,2022-05-05T15:15:00
10337,14.453125,2022-05-05T15:30:00
10338,7.140625,2022-05-05T15:45:00
10339,13.875,2022-05-05T16:00:00
10340,7.359375,2022-05-05T16:15:00
10341,13.359375,2022-05-05T16:30:00
10342,7.3125,2022-05-05T16:45:00
10343,13.328125,2022-05-05T17:00:00
10344,7.078125,2022-05-05T17:15:00
10345,13.328125,2022-05-05T17:30:00
10346,7.46875,2022-05-05T17:45:00
10347,13.1875,2022-05-05T18:00:00
10348,7.328125,2022-05-05T18:15:00
10349,12.921875,2022-05-05T18:30:00
10350,7.28125,2022-05-05T18:45:00
10351,7.515625,2022-05-05T19:00:00
10352,3.375,2022-05-05T19:15:00
10353,6.859375,2022-05-05T19:30:00
10354,3.796875,2022-05-05T19:45:00
10355,6.6875,2022-05-05T20:00:00
10356,3.765625,2022-05-05T20:15:00
10357,6.953125,2022-05-05T20:30:00
10358,3.734375,2022-05-05T20:45:00
10359,6.484375,2022-05-05T21:00:00
10360,3.4375,2022-05-05T21:15:00
10361,6.515625,2022-05-05T21:30:00
10362,3.3125,2022-05-05T21:45:00
10363,6.640625,2022-05-05T22:00:00
10364,3.484375,2022-05-05T22:15:00
10365,6.375,2022-05-05T22:30:00
10366,3.609375,2022-05-05T22:45:00
10367,6.1875,2022-05-05T23:00:00
10368,3.625,2022-05-05T23:15:00
10369,6.265625,2022-05-05T23:30:00
10370,3.34375,2022-05-05T23:45:00
10371,6.453125,2022-05-06T00:00:00
10372,3.546875,2022-05-06T00:15:00
10373,6.09375,2022-05-06T00:30:00
10374,3.6875,2022-05-06T00:45:00
10375,6.296875,2022-05-06T01:00:00
10376,3.59375,2022-05-06T01:15:00
10377,6.4375,2022-05-06T01:30:00
10378,3.234375,2022-05-06T01:45:00
10379,6.5625,2022-05-06T02:00:00
10380,3.40625,2022-05-06T02:15:00
10381,6.578125,2022-05-06T02:30:00
10382,3.65625,2022-05-06T02:45:00
10383,6.65625,2022-05-06T03:00:00
10384,4.0,2022-05-06T03:15:00
10385,7.015625,2022-05-06T03:30:00
10386,3.890625,2022-05-06T03:45:00
10387,7.578125,2022-05-06T04:00:00
10388,3.734375,2022-05-06T04:15:00
10389,7.484375,2022-05-06T04:30:00
10390,3.734375,2022-05-06T04:45:00
10391,7.5,2022-05-06T05:00:00
10392,3.75,2022-05-06T05:15:00
10393,7.578125,2022-05-06T05:30:00
10394,4.34375,2022-05-06T05:45:00
10395,11.90625,2022-05-06T06:00:00
10396,6.921875,2022-05-06T06:15:00
10397,13.640625,2022-05-06T06:30:00
10398,7.015625,2022-05-06T06:45:00
10399,15.03125,2022-05-06T07:00:00
10400,7.015625,2022-05-06T07:15:00
10401,13.390625,2022-05-06T07:30:00
10402,7.40625,2022-05-06T07:45:00
10403,14.234375,2022-05-06T08:00:00
10404,7.609375,2022-05-06T08:15:00
10405,14.75,2022-05-06T08:30:00
10406,7.03125,2022-05-06T08:45:00
10407,13.890625,2022-05-06T09:00:00
10408,7.40625,2022-05-06T09:15:00
10409,14.125,2022-05-06T09:30:00
10410,7.421875,2022-05-06T09:45:00
10411,13.765625,2022-05-06T10:00:00
10412,7.109375,2022-05-06T10:15:00
10413,13.078125,2022-05-06T10:30:00
10414,7.15625,2022-05-06T10:45:00
10415,13.453125,2022-05-06T11:00:00
10416,7.140625,2022-05-06T11:15:00
10417,13.4375,2022-05-06T11:30:00
10418,6.953125,2022-05-06T11:45:00
10419,13.03125,2022-05-06T12:00:00
10420,6.765625,2022-05-06T12:15:00
10421,12.46875,2022-05-06T12:30:00
10422,6.640625,2022-05-06T12:45:00
10423,12.796875,2022-05-06T13:00:00
10424,6.125,2022-05-06T13:15:00
10425,12.5,2022-05-06T13:30:00
10426,6.296875,2022-05-06T13:45:00
10427,13.140625,2022-05-06T14:00:00
10428,6.875,2022-05-06T14:15:00
10429,13.0625,2022-05-06T14:30:00
10430,7.03125,2022-05-06T14:45:00
10431,13.453125,2022-05-06T15:00:00
10432,6.90625,2022-05-06T15:15:00
10433,13.03125,2022-05-06T15:30:00
10434,7.0,2022-05-06T15:45:00
10435,12.890625,2022-05-06T16:00:00
10436,6.390625,2022-05-06T16:15:00
10437,13.125,2022-05-06T16:30:00
10438,7.015625,2022-05-06T16:45:00
10439,13.28125,2022-05-06T17:00:00
10440,6.96875,2022-05-06T17:15:00
10441,12.71875,2022-05-06T17:30:00
10442,6.484375,2022-05-06T17:45:00
10443,12.390625,2022-05-06T18:00:00
10444,6.796875,2022-05-06T18:15:00
10445,12.859375,2022-05-06T18:30:00
10446,7.0625,2022-05-06T18:45:00
10447,7.96875,2022-05-06T19:00:00
10448,3.84375,2022-05-06T19:15:00
10449,8.203125,2022-05-06T19:30:00
10450,4.390625,2022-05-06T19:45:00
10451,7.4375,2022-05-06T20:00:00
10452,4.046875,2022-05-06T20:15:00
10453,7.015625,2022-05-06T20:30:00
10454,3.859375,2022-05-06T20:45:00
10455,6.875,2022-05-06T21:00:00
10456,4.0,2022-05-06T21:15:00
10457,7.03125,2022-05-06T21:30:00
10458,3.625,2022-05-06T21:45:00
10459,6.984375,2022-05-06T22:00:00
10460,3.921875,2022-05-06T22:15:00
10461,6.75,2022-05-06T22:30:00
10462,3.75,2022-05-06T22:45:00
10463,6.984375,2022-05-06T23:00:00
10464,3.671875,2022-05-06T23:15:00
10465,7.0625,2022-05-06T23:30:00
10466,3.546875,2022-05-06T23:45:00
10467,6.359375,2022-05-07T00:00:00
10468,3.484375,2022-05-07T00:15:00
10469,6.171875,2022-05-07T00:30:00
10470,3.4375,2022-05-07T00:45:00
10471,6.40625,2022-05-07T01:00:00
10472,3.234375,2022-05-07T01:15:00
10473,6.21875,2022-05-07T01:30:00
10474,3.34375,2022-05-07T01:45:00
10475,6.421875,2022-05-07T02:00:00
10476,3.515625,2022-05-07T02:15:00
10477,6.109375,2022-05-07T02:30:00
10478,3.46875,2022-05-07T02:45:00
10479,6.1875,2022-05-07T03:00:00
10480,3.40625,2022-05-07T03:15:00
10481,6.40625,2022-05-07T03:30:00
10482,3.40625,2022-05-07T03:45:00
10483,6.28125,2022-05-07T04:00:00
10484,3.34375,2022-05-07T04:15:00
10485,6.515625,2022-05-07T04:30:00
10486,3.421875,2022-05-07T04:45:00
10487,6.203125,2022-05-07T05:00:00
10488,3.46875,2022-05-07T05:15:00
10489,6.265625,2022-05-07T05:30:00
10490,3.421875,2022-05-07T05:45:00
10491,5.390625,2022-05-07T06:00:00
10492,2.53125,2022-05-07T06:15:00
10493,4.15625,2022-05-07T06:30:00
10494,2.25,2022-05-07T06:45:00
10495,4.21875,2022-05-07T07:00:00
10496,2.296875,2022-05-07T07:15:00
10497,3.8125,2022-05-07T07:30:00
10498,2.25,2022-05-07T07:45:00
10499,4.203125,2022-05-07T08:00:00
10500,2.0,2022-05-07T08:15:00
10501,3.734375,2022-05-07T08:30:00
10502,2.140625,2022-05-07T08:45:00
10503,3.6875,2022-05-07T09:00:00
10504,2.25,2022-05-07T09:15:00
10505,4.71875,2022-05-07T09:30:00
10506,2.21875,2022-05-07T09:45:00
10507,3.859375,2022-05-07T10:00:00
10508,2.046875,2022-05-07T10:15:00
10509,3.59375,2022-05-07T10:30:00
10510,2.046875,2022-05-07T10:45:00
10511,3.953125,2022-05-07T11:00:00
10512,2.078125,2022-05-07T11:15:00
10513,4.171875,2022-05-07T11:30:00
10514,2.1875,2022-05-07T11:45:00
10515,4.09375,2022-05-07T12:00:00
10516,1.984375,2022-05-07T12:15:00
10517,3.921875,2022-05-07T12:30:00
10518,1.84375,2022-05-07T12:45:00
10519,3.96875,2022-05-07T13:00:00
10520,2.296875,2022-05-07T13:15:00
10521,3.71875,2022-05-07T13:30:00
10522,2.171875,2022-05-07T13:45:00
10523,4.03125,2022-05-07T14:00:00
10524,1.984375,2022-05-07T14:15:00
10525,3.78125,2022-05-07T14:30:00
10526,2.046875,2022-05-07T14:45:00
10527,3.859375,2022-05-07T15:00:00
10528,1.96875,2022-05-07T15:15:00
10529,3.984375,2022-05-07T15:30:00
10530,2.078125,2022-05-07T15:45:00
10531,3.6875,2022-05-07T16:00:00
10532,2.421875,2022-05-07T16:15:00
10533,3.84375,2022-05-07T16:30:00
10534,1.90625,2022-05-07T16:45:00
10535,4.03125,2022-05-07T17:00:00
10536,1.984375,2022-05-07T17:15:00
10537,3.84375,2022-05-07T17:30:00
10538,1.96875,2022-05-07T17:45:00
10539,3.953125,2022-05-07T18:00:00
10540,2.265625,2022-05-07T18:15:00
10541,3.578125,2022-05-07T18:30:00
10542,2.203125,2022-05-07T18:45:00
10543,3.84375,2022-05-07T19:00:00
10544,2.046875,2022-05-07T19:15:00
10545,5.46875,2022-05-07T19:30:00
10546,3.046875,2022-05-07T19:45:00
10547,5.6875,2022-05-07T20:00:00
10548,3.0,2022-05-07T20:15:00
10549,6.046875,2022-05-07T20:30:00
10550,3.140625,2022-05-07T20:45:00
10551,5.546875,2022-05-07T21:00:00
10552,3.203125,2022-05-07T21:15:00
10553,5.8125,2022-05-07T21:30:00
10554,3.15625,2022-05-07T21:45:00
10555,5.984375,2022-05-07T22:00:00
10556,3.125,2022-05-07T22:15:00
10557,6.0,2022-05-07T22:30:00
10558,3.3125,2022-05-07T22:45:00
10559,5.921875,2022-05-07T23:00:00
10560,3.296875,2022-05-07T23:15:00
10561,6.015625,2022-05-07T23:30:00
10562,3.125,2022-05-07T23:45:00
10563,6.125,2022-05-08T00:00:00
10564,3.0,2022-05-08T00:15:00
10565,6.390625,2022-05-08T00:30:00
10566,3.0625,2022-05-08T00:45:00
10567,6.140625,2022-05-08T01:00:00
10568,3.265625,2022-05-08T01:15:00
10569,5.75,2022-05-08T01:30:00
10570,3.328125,2022-05-08T01:45:00
10571,6.34375,2022-05-08T02:00:00
10572,2.953125,2022-05-08T02:15:00
10573,6.203125,2022-05-08T02:30:00
10574,3.140625,2022-05-08T02:45:00
10575,6.25,2022-05-08T03:00:00
10576,3.328125,2022-05-08T03:15:00
10577,6.078125,2022-05-08T03:30:00
10578,3.0625,2022-05-08T03:45:00
10579,5.9375,2022-05-08T04:00:00
10580,3.25,2022-05-08T04:15:00
10581,5.875,2022-05-08T04:30:00
10582,3.1875,2022-05-08T04:45:00
10583,6.3125,2022-05-08T05:00:00
10584,3.0625,2022-05-08T05:15:00
10585,5.734375,2022-05-08T05:30:00
10586,3.265625,2022-05-08T05:45:00
10587,4.96875,2022-05-08T06:00:00
10588,2.078125,2022-05-08T06:15:00
10589,3.921875,2022-05-08T06:30:00
10590,2.125,2022-05-08T06:45:00
10591,3.984375,2022-05-08T07:00:00
10592,2.296875,2022-05-08T07:15:00
10593,3.640625,2022-05-08T07:30:00
10594,2.21875,2022-05-08T07:45:00
10595,3.90625,2022-05-08T08:00:00
10596,1.90625,2022-05-08T08:15:00
10597,3.984375,2022-05-08T08:30:00
10598,2.203125,2022-05-08T08:45:00
10599,3.96875,2022-05-08T09:00:00
10600,1.890625,2022-05-08T09:15:00
10601,3.828125,2022-05-08T09:30:00
10602,1.96875,2022-05-08T09:45:00
10603,3.8125,2022-05-08T10:00:00
10604,2.109375,2022-05-08T10:15:00
10605,3.71875,2022-05-08T10:30:00
10606,2.03125,2022-05-08T10:45:00
10607,3.984375,2022-05-08T11:00:00
10608,2.09375,2022-05-08T11:15:00
10609,3.765625,2022-05-08T11:30:00
10610,1.953125,2022-05-08T11:45:00
10611,3.71875,2022-05-08T12:00:00
10612,2.03125,2022-05-08T12:15:00
10613,3.65625,2022-05-08T12:30:00
10614,2.0625,2022-05-08T12:45:00
10615,3.59375,2022-05-08T13:00:00
10616,2.21875,2022-05-08T13:15:00
10617,3.640625,2022-05-08T13:30:00
10618,2.03125,2022-05-08T13:45:00
10619,3.859375,2022-05-08T14:00:00
10620,1.84375,2022-05-08T14:15:00
10621,3.78125,2022-05-08T14:30:00
10622,2.28125,2022-05-08T14:45:00
10623,3.609375,2022-05-08T15:00:00
10624,1.96875,2022-05-08T15:15:00
10625,3.84375,2022-05-08T15:30:00
10626,2.15625,2022-05-08T15:45:00
10627,3.78125,2022-05-08T16:00:00
10628,2.03125,2022-05-08T16:15:00
10629,3.84375,2022-05-08T16:30:00
10630,2.046875,2022-05-08T16:45:00
10631,4.03125,2022-05-08T17:00:00
10632,1.90625,2022-05-08T17:15:00
10633,3.875,2022-05-08T17:30:00
10634,2.21875,2022-05-08T17:45:00
10635,3.9375,2022-05-08T18:00:00
10636,2.3125,2022-05-08T18:15:00
10637,4.234375,2022-05-08T18:30:00
10638,2.34375,2022-05-08T18:45:00
10639,4.5,2022-05-08T19:00:00
10640,2.53125,2022-05-08T19:15:00
10641,6.390625,2022-05-08T19:30:00
10642,3.625,2022-05-08T19:45:00
10643,6.96875,2022-05-08T20:00:00
10644,3.859375,2022-05-08T20:15:00
10645,6.875,2022-05-08T20:30:00
10646,3.921875,2022-05-08T20:45:00
10647,7.390625,2022-05-08T21:00:00
10648,4.03125,2022-05-08T21:15:00
10649,7.328125,2022-05-08T21:30:00
10650,4.140625,2022-05-08T21:45:00
10651,7.515625,2022-05-08T22:00:00
10652,4.09375,2022-05-08T22:15:00
10653,7.609375,2022-05-08T22:30:00
10654,3.96875,2022-05-08T22:45:00
10655,7.734375,2022-05-08T23:00:00
10656,4.5,2022-05-08T23:15:00
10657,7.5,2022-05-08T23:30:00
10658,4.546875,2022-05-08T23:45:00
10659,7.734375,2022-05-09T00:00:00
10660,4.59375,2022-05-09T00:15:00
10661,8.234375,2022-05-09T00:30:00
10662,4.15625,2022-05-09T00:45:00
10663,8.46875,2022-05-09T01:00:00
10664,4.484375,2022-05-09T01:15:00
10665,8.109375,2022-05-09T01:30:00
10666,4.59375,2022-05-09T01:45:00
10667,8.578125,2022-05-09T02:00:00
10668,4.84375,2022-05-09T02:15:00
10669,8.21875,2022-05-09T02:30:00
10670,5.140625,2022-05-09T02:45:00
10671,8.78125,2022-05-09T03:00:00
10672,4.6875,2022-05-09T03:15:00
10673,9.078125,2022-05-09T03:30:00
10674,4.65625,2022-05-09T03:45:00
10675,9.0625,2022-05-09T04:00:00
10676,5.015625,2022-05-09T04:15:00
10677,9.28125,2022-05-09T04:30:00
10678,5.390625,2022-05-09T04:45:00
10679,9.1875,2022-05-09T05:00:00
10680,5.40625,2022-05-09T05:15:00
10681,8.8125,2022-05-09T05:30:00
10682,5.125,2022-05-09T05:45:00
10683,12.28125,2022-05-09T06:00:00
10684,7.765625,2022-05-09T06:15:00
10685,13.984375,2022-05-09T06:30:00
10686,7.0,2022-05-09T06:45:00
10687,13.046875,2022-05-09T07:00:00
10688,6.265625,2022-05-09T07:15:00
10689,12.640625,2022-05-09T07:30:00
10690,6.78125,2022-05-09T07:45:00
10691,12.515625,2022-05-09T08:00:00
10692,6.8125,2022-05-09T08:15:00
10693,12.125,2022-05-09T08:30:00
10694,7.109375,2022-05-09T08:45:00
10695,12.625,2022-05-09T09:00:00
10696,6.5,2022-05-09T09:15:00
10697,12.0625,2022-05-09T09:30:00
10698,6.484375,2022-05-09T09:45:00
10699,12.375,2022-05-09T10:00:00
10700,6.4375,2022-05-09T10:15:00
10701,12.234375,2022-05-09T10:30:00
10702,6.296875,2022-05-09T10:45:00
10703,12.0,2022-05-09T11:00:00
10704,5.71875,2022-05-09T11:15:00
10705,11.265625,2022-05-09T11:30:00
10706,5.734375,2022-05-09T11:45:00
10707,11.84375,2022-05-09T12:00:00
10708,6.171875,2022-05-09T12:15:00
10709,11.6875,2022-05-09T12:30:00
10710,6.328125,2022-05-09T12:45:00
10711,11.65625,2022-05-09T13:00:00
10712,6.125,2022-05-09T13:15:00
10713,11.625,2022-05-09T13:30:00
10714,5.796875,2022-05-09T13:45:00
10715,12.03125,2022-05-09T14:00:00
10716,6.28125,2022-05-09T14:15:00
10717,12.046875,2022-05-09T14:30:00
10718,6.40625,2022-05-09T14:45:00
10719,12.734375,2022-05-09T15:00:00
10720,6.484375,2022-05-09T15:15:00
10721,12.96875,2022-05-09T15:30:00
10722,6.359375,2022-05-09T15:45:00
10723,12.828125,2022-05-09T16:00:00
10724,6.34375,2022-05-09T16:15:00
10725,13.0625,2022-05-09T16:30:00
10726,6.71875,2022-05-09T16:45:00
10727,12.90625,2022-05-09T17:00:00
10728,6.453125,2022-05-09T17:15:00
10729,12.78125,2022-05-09T17:30:00
10730,6.359375,2022-05-09T17:45:00
10731,12.59375,2022-05-09T18:00:00
10732,6.5,2022-05-09T18:15:00
10733,12.953125,2022-05-09T18:30:00
10734,6.71875,2022-05-09T18:45:00
10735,6.9375,2022-05-09T19:00:00
10736,2.5,2022-05-09T19:15:00
10737,6.25,2022-05-09T19:30:00
10738,3.015625,2022-05-09T19:45:00
10739,5.96875,2022-05-09T20:00:00
10740,3.375,2022-05-09T20:15:00
10741,6.0625,2022-05-09T20:30:00
10742,3.171875,2022-05-09T20:45:00
10743,6.1875,2022-05-09T21:00:00
10744,3.234375,2022-05-09T21:15:00
10745,6.109375,2022-05-09T21:30:00
10746,3.21875,2022-05-09T21:45:00
10747,6.1875,2022-05-09T22:00:00
10748,3.34375,2022-05-09T22:15:00
10749,6.203125,2022-05-09T22:30:00
10750,3.46875,2022-05-09T22:45:00
10751,6.078125,2022-05-09T23:00:00
10752,3.125,2022-05-09T23:15:00
10753,6.296875,2022-05-09T23:30:00
10754,3.21875,2022-05-09T23:45:00
10755,6.25,2022-05-10T00:00:00
10756,3.65625,2022-05-10T00:15:00
10757,6.265625,2022-05-10T00:30:00
10758,3.46875,2022-05-10T00:45:00
10759,6.875,2022-05-10T01:00:00
10760,3.703125,2022-05-10T01:15:00
10761,6.6875,2022-05-10T01:30:00
10762,3.578125,2022-05-10T01:45:00
10763,7.078125,2022-05-10T02:00:00
10764,3.9375,2022-05-10T02:15:00
10765,7.125,2022-05-10T02:30:00
10766,3.734375,2022-05-10T02:45:00
10767,8.09375,2022-05-10T03:00:00
10768,4.375,2022-05-10T03:15:00
10769,7.859375,2022-05-10T03:30:00
10770,4.59375,2022-05-10T03:45:00
10771,7.984375,2022-05-10T04:00:00
10772,4.59375,2022-05-10T04:15:00
10773,8.40625,2022-05-10T04:30:00
10774,4.359375,2022-05-10T04:45:00
10775,8.234375,2022-05-10T05:00:00
10776,4.515625,2022-05-10T05:15:00
10777,8.21875,2022-05-10T05:30:00
10778,4.484375,2022-05-10T05:45:00
10779,12.28125,2022-05-10T06:00:00
10780,7.234375,2022-05-10T06:15:00
10781,13.40625,2022-05-10T06:30:00
10782,7.234375,2022-05-10T06:45:00
10783,13.828125,2022-05-10T07:00:00
10784,6.765625,2022-05-10T07:15:00
10785,12.890625,2022-05-10T07:30:00
10786,6.375,2022-05-10T07:45:00
10787,12.59375,2022-05-10T08:00:00
10788,6.5,2022-05-10T08:15:00
10789,12.625,2022-05-10T08:30:00
10790,6.875,2022-05-10T08:45:00
10791,12.25,2022-05-10T09:00:00
10792,6.390625,2022-05-10T09:15:00
10793,11.890625,2022-05-10T09:30:00
10794,5.953125,2022-05-10T09:45:00
10795,11.71875,2022-05-10T10:00:00
10796,6.015625,2022-05-10T10:15:00
10797,11.078125,2022-05-10T10:30:00
10798,5.890625,2022-05-10T10:45:00
10799,11.0,2022-05-10T11:00:00
10800,5.53125,2022-05-10T11:15:00
10801,11.15625,2022-05-10T11:30:00
10802,5.5625,2022-05-10T11:45:00
10803,11.046875,2022-05-10T12:00:00
10804,5.859375,2022-05-10T12:15:00
10805,10.65625,2022-05-10T12:30:00
10806,5.5625,2022-05-10T12:45:00
10807,10.875,2022-05-10T13:00:00
10808,5.921875,2022-05-10T13:15:00
10809,10.546875,2022-05-10T13:30:00
10810,6.34375,2022-05-10T13:45:00
10811,12.015625,2022-05-10T14:00:00
10812,6.546875,2022-05-10T14:15:00
10813,12.140625,2022-05-10T14:30:00
10814,6.609375,2022-05-10T14:45:00
10815,12.671875,2022-05-10T15:00:00
10816,6.46875,2022-05-10T15:15:00
10817,11.828125,2022-05-10T15:30:00
10818,6.171875,2022-05-10T15:45:00
10819,12.21875,2022-05-10T16:00:00
10820,6.671875,2022-05-10T16:15:00
10821,12.359375,2022-05-10T16:30:00
10822,6.296875,2022-05-10T16:45:00
10823,12.375,2022-05-10T17:00:00
10824,6.546875,2022-05-10T17:15:00
10825,12.296875,2022-05-10T17:30:00
10826,6.453125,2022-05-10T17:45:00
10827,12.203125,2022-05-10T18:00:00
10828,6.359375,2022-05-10T18:15:00
10829,12.40625,2022-05-10T18:30:00
10830,6.28125,2022-05-10T18:45:00
10831,6.90625,2022-05-10T19:00:00
10832,2.3125,2022-05-10T19:15:00
10833,5.46875,2022-05-10T19:30:00
10834,2.953125,2022-05-10T19:45:00
10835,5.546875,2022-05-10T20:00:00
10836,2.859375,2022-05-10T20:15:00
10837,5.609375,2022-05-10T20:30:00
10838,3.0625,2022-05-10T20:45:00
10839,5.546875,2022-05-10T21:00:00
10840,2.796875,2022-05-10T21:15:00
10841,5.78125,2022-05-10T21:30:00
10842,2.96875,2022-05-10T21:45:00
10843,5.625,2022-05-10T22:00:00
10844,2.96875,2022-05-10T22:15:00
10845,5.796875,2022-05-10T22:30:00
10846,2.9375,2022-05-10T22:45:00
10847,5.84375,2022-05-10T23:00:00
10848,3.09375,2022-05-10T23:15:00
10849,5.359375,2022-05-10T23:30:00
10850,3.15625,2022-05-10T23:45:00
10851,5.796875,2022-05-11T00:00:00
10852,2.875,2022-05-11T00:15:00
10853,5.96875,2022-05-11T00:30:00
10854,2.984375,2022-05-11T00:45:00
10855,5.734375,2022-05-11T01:00:00
10856,3.046875,2022-05-11T01:15:00
10857,5.71875,2022-05-11T01:30:00
10858,3.046875,2022-05-11T01:45:00
10859,5.765625,2022-05-11T02:00:00
10860,3.140625,2022-05-11T02:15:00
10861,5.921875,2022-05-11T02:30:00
10862,3.28125,2022-05-11T02:45:00
10863,6.375,2022-05-11T03:00:00
10864,3.421875,2022-05-11T03:15:00
10865,6.65625,2022-05-11T03:30:00
10866,3.40625,2022-05-11T03:45:00
10867,6.375,2022-05-11T04:00:00
10868,3.65625,2022-05-11T04:15:00
10869,6.46875,2022-05-11T04:30:00
10870,3.390625,2022-05-11T04:45:00
10871,6.609375,2022-05-11T05:00:00
10872,3.609375,2022-05-11T05:15:00
10873,6.609375,2022-05-11T05:30:00
10874,3.703125,2022-05-11T05:45:00
10875,11.03125,2022-05-11T06:00:00
10876,6.53125,2022-05-11T06:15:00
10877,12.53125,2022-05-11T06:30:00
10878,6.640625,2022-05-11T06:45:00
10879,12.90625,2022-05-11T07:00:00
10880,6.5,2022-05-11T07:15:00
10881,13.0625,2022-05-11T07:30:00
10882,6.890625,2022-05-11T07:45:00
10883,13.265625,2022-05-11T08:00:00
10884,6.625,2022-05-11T08:15:00
10885,12.609375,2022-05-11T08:30:00
10886,6.875,2022-05-11T08:45:00
10887,12.640625,2022-05-11T09:00:00
10888,6.578125,2022-05-11T09:15:00
10889,12.3125,2022-05-11T09:30:00
10890,6.4375,2022-05-11T09:45:00
10891,12.3125,2022-05-11T10:00:00
10892,6.671875,2022-05-11T10:15:00
10893,12.625,2022-05-11T10:30:00
10894,6.671875,2022-05-11T10:45:00
10895,12.65625,2022-05-11T11:00:00
10896,6.40625,2022-05-11T11:15:00
10897,12.109375,2022-05-11T11:30:00
10898,6.21875,2022-05-11T11:45:00
10899,12.125,2022-05-11T12:00:00
10900,6.40625,2022-05-11T12:15:00
10901,12.21875,2022-05-11T12:30:00
10902,6.09375,2022-05-11T12:45:00
10903,11.78125,2022-05-11T13:00:00
10904,6.59375,2022-05-11T13:15:00
10905,12.0625,2022-05-11T13:30:00
10906,6.71875,2022-05-11T13:45:00
10907,12.28125,2022-05-11T14:00:00
10908,6.640625,2022-05-11T14:15:00
10909,13.03125,2022-05-11T14:30:00
10910,6.578125,2022-05-11T14:45:00
10911,13.109375,2022-05-11T15:00:00
